 Tell me the size of earth.
DEBUG: n_threads changed to 1
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     60
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15150
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4222
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6687
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     22
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  28901
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   3791
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6632
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5730
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1703
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2549
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5532
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1934
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2826
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6017
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   2012
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2649
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,     13
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5554
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1742
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2743
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  14954
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4087
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6824
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15108
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4261
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6678
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     23
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15964
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4635
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6691
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5928
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   2017
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2539
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5763
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   2009
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2766
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5528
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1802
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   3066
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6159
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1797
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2600
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  16257
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4667
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   7280
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15658
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4277
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   7038
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     22
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15994
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4077
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6752
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11971
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1689
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2533
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11189
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1555
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2641
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5413
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1851
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2859
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,     11
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5531
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1629
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2654
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  14933
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4485
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6915
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15322
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4188
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6941
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     22
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  29041
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   3812
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6736
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5946
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1942
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2634
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5562
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1719
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2720
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5466
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1795
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2745
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,     13
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5457
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1797
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2746
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  28253
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   3950
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6608
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  14938
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4088
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6996
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     22
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15477
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4032
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6732
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5797
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1797
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2608
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11853
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1650
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2636
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5561
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1670
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2689
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,     12
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5456
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1717
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2791
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15300
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4084
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6745
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  18223
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4104
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6670
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     23
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15461
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4549
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6763
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6182
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1783
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2598
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11937
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1707
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   3020
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6038
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1952
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2698
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,     13
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11616
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1606
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2815
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15229
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4072
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   7071
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15582
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4140
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6701
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     22
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15321
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4037
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6836
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5872
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1793
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2619
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5648
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1789
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2674
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11648
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1669
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2527
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5621
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1882
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2715
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  27948
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4465
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   7017
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15059
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4047
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6686
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     20
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15097
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   3961
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6751
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5931
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   2009
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2633
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5921
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   2031
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2665
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5850
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   2053
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2625
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5508
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1803
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2785
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  28405
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   3949
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6698
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  27907
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   3957
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6559
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     22
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  14753
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   3887
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6866
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5869
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1803
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2560
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6056
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   2031
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2655
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5527
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1793
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2733
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5548
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1778
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2727
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15084
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4134
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6837
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  16182
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4888
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   8484
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     22
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  17453
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4081
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6950
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5976
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1818
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2682
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5655
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1796
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2922
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6078
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1799
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2712
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5785
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1793
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2739
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15437
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4227
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6766
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15228
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4270
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6881
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     22
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15303
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4134
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6992
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5813
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1789
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2558
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5561
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1800
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2658
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5529
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1794
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2779
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5832
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1802
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2652
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  28650
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   3942
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6639
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  14830
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4070
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6689
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     21
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15567
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4046
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6782
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5776
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1796
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2523
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5628
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1822
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2679
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5686
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   2013
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2930
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,     13
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5605
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1790
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2739
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15236
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4172
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6869
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15593
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4270
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6692
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     21
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  29106
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   3790
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6677
====== CPU  INIT: M:     1, N: 32000, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 32000, K:  4096, 0-th,  42595
====== CPU  COMP: M:     1, N: 32000, K:  4096, 0-th,  11395
====== BLAS COMP: M:     1, N: 32000, K:  4096, 0-th,  19848
5
DEBUG: n_threads changed to 1
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,     10
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6662
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1895
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   3376
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6277
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1857
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2755
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5883
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1849
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2720
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6051
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   2013
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2830
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15549
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4231
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   7188
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,     11
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15698
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4325
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6657
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     22
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15198
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4032
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6740
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6054
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   2033
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2603
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5775
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1990
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2691
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5504
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1794
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2809
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,     12
