 Tell me the size of earth.
DEBUG: n_threads changed to 1
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     76
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23326
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6340
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10463
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  33440
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6181
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10416
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     28
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  23739
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6140
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10631
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9149
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2804
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3965
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9228
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   3140
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4024
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9188
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   3032
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4094
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  17469
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2384
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4077
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,      8
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  22784
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6237
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10427
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23928
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6418
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10337
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  25344
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6159
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10876
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9727
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2832
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4506
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9863
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2744
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4074
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     13
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  10002
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2660
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4436
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     12
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9919
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2550
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4169
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  26263
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6247
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10913
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  24964
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6434
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10607
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  24720
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6155
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10559
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9079
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2821
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4165
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8903
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   3051
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4012
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  11004
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2996
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3973
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8984
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2674
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4010
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23439
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6378
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10711
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     17
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23621
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6372
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10411
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  24154
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6142
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10288
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9189
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2813
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3923
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  18150
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2415
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3902
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8654
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2491
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3993
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     14
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9542
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2508
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4074
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23246
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6320
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10655
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  37616
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6208
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10916
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  23879
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6131
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10281
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8994
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2820
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3994
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  17755
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2391
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4136
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  16901
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2618
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4065
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8494
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2373
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4053
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23067
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6270
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10529
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  24749
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   7079
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10339
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  44117
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   5742
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10517
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9108
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2747
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3919
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8816
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2638
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4023
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8828
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2655
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4338
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9054
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2746
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3998
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23102
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6329
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10624
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23883
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6368
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10407
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     26
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  23735
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6086
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10641
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9415
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2816
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3995
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8857
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2803
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4020
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8678
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2809
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4063
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  17697
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2355
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4014
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23374
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6272
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10459
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  43914
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6048
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10465
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     25
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  35372
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6613
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10326
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9044
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2781
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4059
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8904
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2654
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3991
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8950
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2629
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4040
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     13
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  16101
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2618
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3901
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,      8
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  27588
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6208
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10588
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  43775
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   5988
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10853
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  23717
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6075
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10791
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9038
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2806
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3964
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9337
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   3154
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4091
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9578
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   3083
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4111
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8960
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2651
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4205
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  43007
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   5862
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10468
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23810
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6411
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10603
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  23811
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6080
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10777
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  18658
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2748
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4018
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  16838
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2388
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4185
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8255
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2435
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3920
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8618
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2598
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4187
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  42201
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   5722
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10237
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23593
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6349
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10354
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  23954
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6153
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10804
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9359
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2812
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3979
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8735
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2811
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4015
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9116
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   3082
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4083
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     17
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  17505
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2362
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3901
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23102
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6201
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10666
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23438
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6403
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10405
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  44134
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   5738
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10709
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9127
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2802
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4002
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  17714
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2360
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3977
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8932
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2759
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3938
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9230
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2555
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3970
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  24099
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   7100
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10428
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23790
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6381
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10521
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  23615
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6099
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10502
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  18532
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2484
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3960
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8787
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2556
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4064
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8908
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2870
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4073
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8638
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2601
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4138
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23073
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6375
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10534
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23792
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6363
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10729
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  23904
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6122
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10712
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9372
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2816
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3927
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9015
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2807
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4089
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8828
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2818
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4073
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
